560.0
4/4
FullName,CommonName,Len,Offset
Chord {E-flat in octave 4 | E in octave 4 | G-sharp in octave 4} Eighth,E-4-incomplete major-seventh chord,0.5,16.5
Chord {C-sharp in octave 6 | C-sharp in octave 5} Eighth,C#6-unison,0.5,293.0
Chord {G-sharp in octave 5 | G-sharp in octave 4} Eighth,G#5-unison,0.5,293.5
Chord {B in octave 5 | B in octave 4} Eighth,B5-unison,0.5,294.5
Chord {G-sharp in octave 5 | G-sharp in octave 4} Eighth,G#5-unison,0.5,295.0
Chord {G-sharp in octave 5 | G-sharp in octave 4} Dotted Quarter,G#5-unison,1.5,295.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Eighth,F#5-unison,0.5,297.0
Chord {F-sharp in octave 5 | F-sharp in octave 4} Eighth,F#5-unison,0.5,297.5
Chord {E in octave 5 | E in octave 4} Eighth,E5-unison,0.5,298.5
Chord {F-sharp in octave 5 | F-sharp in octave 4} Quarter,F#5-unison,1.0,299.5
Chord {G-sharp in octave 5 | G-sharp in octave 4} Eighth,G#5-unison,0.5,300.5
Chord {E-flat in octave 5 | B in octave 4} Eighth,E-5-interval class 4,0.5,303.0
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 4} Eighth,C#5-minor triad,0.5,303.5
Chord {G-sharp in octave 4 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,304.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,305.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 4} Eighth,C#5-minor triad,0.5,306.0
Chord {B in octave 4 | G-sharp in octave 4 | E-flat in octave 4} Eighth,E-4-minor triad,0.5,307.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 4} Eighth,E-4-major triad,0.5,308.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 4} Eighth,C#5-minor triad,0.5,308.5
Chord {E in octave 4 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,309.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,310.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 4} Eighth,C#5-minor triad,0.5,311.5
Chord {G-sharp in octave 4 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,312.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,313.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 4} Eighth,C#5-minor triad,0.5,314.0
Chord {B in octave 4 | G-sharp in octave 4 | E-flat in octave 4} Eighth,E-4-minor triad,0.5,315.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 4} Dotted Quarter,E-4-major triad,1.5,316.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 4} Eighth,C#5-minor triad,0.5,317.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,318.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 4} Eighth,C#5-minor triad,0.5,319.5
Chord {G-sharp in octave 4 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,320.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,321.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 4} Eighth,C#5-minor triad,0.5,322.0
Chord {B in octave 4 | G-sharp in octave 4 | E-flat in octave 4} Eighth,E-4-minor triad,0.5,323.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 4} Eighth,E-4-major triad,0.5,324.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 4} Eighth,C#5-minor triad,0.5,324.5
Chord {E in octave 4 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,325.5
Chord {E-flat in octave 4 | B in octave 4 | F-sharp in octave 4} Eighth,E-4-major triad,0.5,326.5
Chord {E-flat in octave 4 | C-sharp in octave 4 | G-sharp in octave 4} Half tied to Eighth (2 1/2 total QL),C#4-quartal trichord,2.5,327.5
Chord {G-sharp in octave 4 | E in octave 4} Eighth,E4-interval class 4,0.5,333.5
Chord {C-sharp in octave 5 | G-sharp in octave 4} Eighth,C#5-interval class 5,0.5,334.0
Chord {E in octave 5 | C-sharp in octave 5} Eighth,C#5-interval class 3,0.5,334.5
Chord {F-sharp in octave 5 | E-flat in octave 5} Eighth,F#5-interval class 3,0.5,335.0
Chord {E in octave 5 | G-sharp in octave 5 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,335.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,336.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,337.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,338.0
Chord {B in octave 4 | G-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-minor triad,0.5,339.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,340.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,340.5
Chord {E in octave 5 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,341.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,342.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 5} Eighth,C#5-minor triad,0.5,343.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,344.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,345.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,346.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,347.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Dotted Quarter,E-5-major triad,1.5,348.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,349.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,350.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 5} Eighth,C#5-minor triad,0.5,351.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,352.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,353.0
Chord {C-sharp in octave 5 | A in octave 4 | E in octave 5} Eighth,A4-major triad,0.5,354.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,355.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,356.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,356.5
Chord {E in octave 5 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,357.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,358.5
Chord {E-flat in octave 4 | C-sharp in octave 4 | G-sharp in octave 4} Half tied to Eighth (2 1/2 total QL),C#4-quartal trichord,2.5,359.5
Chord {G-sharp in octave 4 | E in octave 4} Eighth,E4-interval class 4,0.5,493.5
Chord {C-sharp in octave 5 | G-sharp in octave 4} Eighth,C#5-interval class 5,0.5,494.0
Chord {E in octave 5 | C-sharp in octave 5} Eighth,C#5-interval class 3,0.5,494.5
Chord {F-sharp in octave 5 | E-flat in octave 5} Eighth,F#5-interval class 3,0.5,495.0
Chord {E in octave 5 | G-sharp in octave 5 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,495.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,496.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,497.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,498.0
Chord {B in octave 4 | G-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-minor triad,0.5,499.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,500.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,500.5
Chord {E in octave 5 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,501.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,502.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 5} Eighth,C#5-minor triad,0.5,503.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,504.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,505.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,506.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,507.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Dotted Quarter,E-5-major triad,1.5,508.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,509.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,510.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 5} Eighth,C#5-minor triad,0.5,511.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,512.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,513.0
Chord {C-sharp in octave 5 | A in octave 4 | E in octave 5} Eighth,A4-major triad,0.5,514.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,515.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,516.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,516.5
Chord {E in octave 5 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,517.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,518.5
Chord {E-flat in octave 4 | C-sharp in octave 4 | G-sharp in octave 4} Half tied to Eighth (2 1/2 total QL),C#4-quartal trichord,2.5,519.5
Chord {G-sharp in octave 4 | E in octave 4} Eighth,E4-interval class 4,0.5,525.5
Chord {C-sharp in octave 5 | G-sharp in octave 4} Eighth,C#5-interval class 5,0.5,526.0
Chord {E in octave 5 | C-sharp in octave 5} Eighth,C#5-interval class 3,0.5,526.5
Chord {F-sharp in octave 5 | E-flat in octave 5} Eighth,F#5-interval class 3,0.5,527.0
Chord {E in octave 5 | G-sharp in octave 5 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,527.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,528.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,529.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,530.0
Chord {B in octave 4 | G-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-minor triad,0.5,531.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,532.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,532.5
Chord {E in octave 5 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,533.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,534.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 5} Eighth,C#5-minor triad,0.5,535.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,536.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,537.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,538.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,539.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Dotted Quarter,E-5-major triad,1.5,540.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,541.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,542.5
Chord {E in octave 5 | C-sharp in octave 5 | G-sharp in octave 5} Eighth,C#5-minor triad,0.5,543.5
Chord {G-sharp in octave 5 | C-sharp in octave 5 | E in octave 5} Eighth,C#5-minor triad,0.5,544.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 5} Eighth,E-5-major triad,0.5,545.0
Chord {C-sharp in octave 5 | A in octave 4 | E in octave 5} Eighth,A4-major triad,0.5,546.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,547.0
Chord {B in octave 4 | F-sharp in octave 4 | E-flat in octave 5} Eighth,E-5-major triad,0.5,548.0
Chord {C-sharp in octave 5 | G-sharp in octave 4 | E in octave 5} Eighth,C#5-minor triad,0.5,548.5
Chord {E in octave 5 | G-sharp in octave 4 | C-sharp in octave 5} Eighth,C#5-minor triad,0.5,549.5
Chord {E-flat in octave 5 | B in octave 4 | F-sharp in octave 4} Eighth,E-5-major triad,0.5,550.5
Chord {E-flat in octave 4 | C-sharp in octave 4 | G-sharp in octave 4} Half tied to Eighth (2 1/2 total QL),C#4-quartal trichord,2.5,551.5
Chord {G-sharp in octave 5 | G-sharp in octave 4} Eighth,G#5-unison,0.5,558.5
Chord {B in octave 5 | B in octave 4} Eighth,B5-unison,0.5,559.0
Chord {C-sharp in octave 6 | C-sharp in octave 5} Eighth,C#6-unison,0.5,559.5
Chord {B in octave 4 | F-sharp in octave 5} Quarter,B4-interval class 5,1.0,379.5
Chord {G-sharp in octave 4 | E-flat in octave 5} Quarter,E-5-interval class 5,1.0,380.5
Chord {E-flat in octave 4 | B in octave 4} Quarter,E-4-interval class 4,1.0,381.5
Chord {B in octave 3 | G-sharp in octave 4} Dotted Quarter,G#4-interval class 3,1.5,382.5
Chord {G-sharp in octave 4 | E-flat in octave 5} Dotted Quarter,E-5-interval class 5,1.5,424.0
Chord {E-flat in octave 4 | C in octave 5} Whole tied to Half tied to Eighth (6 1/2 total QL),C5-interval class 3,6.5,425.5
